"","Enhancers","Gene_body_1","Gene_body_2","H1","HP1","Open_promoters","Pc","Low_signal","annot","annot_thr"
"lncRNA:CR45096",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Pro-AGG-1-5",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Pro-AGG-1-6",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Pro-AGG-1-7",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Leu-CAA-2-2",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45097",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43914",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45098",0.399395,0,0,0,0,0,0,0.600605,"Low_signal","Enhancers"
"caps",0.217861,0.011776,0.011776,0.111874,0,0.023553,0,0.62316,"Low_signal","Enhancers"
"CG32119",0,0,0,1,0,0,0,0,"H1","H1"
"tRNA:Asp-GTC-1-10",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:CR32123:Psi",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43146",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43913",0.595438,0,0,0,0,0,0,0.404562,"Enhancers","Enhancers"
"lncRNA:CR45752",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45753",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43912",0.257686,0,0,0,0,0,0,0.742314,"Low_signal","Enhancers"
"Sfp70A4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45253",0,0,0,0.65371,0,0,0,0.34629,"H1","H1"
"lncRNA:CR45255",0,0,0,1,0,0,0,0,"H1","H1"
"lncRNA:CR45254",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG42481",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43147",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"SP",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43911",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44557",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44555",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44558",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG14113",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR44559",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17687",0,0,0,0.507872,0,0,0,0.492128,"H1","H1"
"Nplp2",0,0,0,0.027155,0,0,0,0.972845,"Low_signal","Low_signal"
"CG14111",0,0,0,1,0,0,0,0,"H1","H1"
"SNCF",0,0,0,1,0,0,0,0,"H1","H1"
"asRNA:CR45886",0,0,0,1,0,0,0,0,"H1","H1"
"CG14107",0.451874,0,0,0.548126,0,0,0,0,"H1","H1"
"ImpL1",0.433549,0,0,0.566451,0,0,0,0,"H1","H1"
"CG14110",0,0,0,0.801937,0,0,0,0.198063,"H1","H1"
"CG10171",0,0,0,0,0,0.36053,0,0.63947,"Low_signal","Open_promoters"
"Poc1",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"sens",0,0,0,0,0,0,0.270574,0.729426,"Low_signal","Pc"
"CG10222",0,0,0.450789,0,0,0.490609,0,0.058603,"Open_promoters","Open_promoters"
"flr",0,0.249307,0.498615,0,0,0.209695,0,0.042382,"Gene_body_2","Gene_body_2"
"CG32121",0.104167,0,0,0.527083,0,0,0,0.36875,"H1","H1"
"CG33263",0,0,0,1,0,0,0,0,"H1","H1"
"CG14106",0,0,0,1,0,0,0,0,"H1","H1"
"CG14105",0,0,0,1,0,0,0,0,"H1","H1"
"CG10713",0.140845,0,0,0.28169,0,0,0,0.577465,"Low_signal","H1"
"tRNA:Val-AAC-2-3",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:Val-AAC-2-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG10154",0,0,0,0.618132,0,0,0,0.381868,"H1","H1"
"CG10725",0,0,0,1,0,0,0,0,"H1","H1"
"CG10140",0,0,0,0.592368,0,0,0,0.407632,"H1","H1"
"CG14109",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cmb",0,0.45106,0.217261,0,0,0,0,0.331679,"Gene_body_1","Gene_body_1"
"JMJD7",0,0,0.103102,0,0,0.896898,0,0,"Open_promoters","Open_promoters"
"CG10738",0.182815,0.203128,0,0.182815,0,0.06297,0,0.368271,"Low_signal","Gene_body_1"
"CG10116",0.283495,0,0,0.716505,0,0,0,0,"H1","H1"
"CG10089",0.194911,0.227396,0,0.06497,0,0,0,0.512723,"Low_signal","Gene_body_1"
"stv",0.100435,0,0.153164,0.100435,0,0,0,0.645966,"Low_signal","Gene_body_2"
"Abp1",0,0,0.206407,0,0,0.356753,0,0.43684,"Low_signal","Open_promoters"
"Tgi",0.420516,0.114686,0.057343,0.076457,0,0.057534,0,0.273463,"Enhancers","Enhancers"
"Spt20",0,0.441476,0.101879,0,0,0.135046,0,0.321598,"Gene_body_1","Gene_body_1"
"Vps36",0,0,0,0,0,0.758527,0,0.241473,"Open_promoters","Open_promoters"
"Liprin-beta",0,0.521509,0.297816,0,0,0.180675,0,0,"Gene_body_1","Gene_body_1"
"CG10710",0,0.068127,0,0.751801,0,0,0,0.180072,"H1","H1"
"bru3",0.159862,0.002131,0,0.044761,0,0.003197,0.003197,0.786851,"Low_signal","Low_signal"
"lncRNA:CR45825",0.222698,0,0,0,0,0,0,0.777302,"Low_signal","Low_signal"
"lncRNA:CR45178",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45120",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mir-289",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43184",0,0,0,1,0,0,0,0,"H1","H1"
"CG8757",0.440529,0,0,0,0,0,0,0.559471,"Low_signal","Enhancers"
"asRNA:CR46266",0.567108,0,0,0,0,0,0,0.432892,"Enhancers","Enhancers"
"CG8750",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Tsp68C",0,0,0,0.542169,0,0,0,0.457831,"H1","H1"
"Hml",0,0,0,0.68832,0,0,0,0.31168,"H1","H1"
"CG8745",0.436173,0.174469,0.043617,0.130852,0,0,0,0.214888,"Enhancers","Enhancers"
"dysc",0.025124,0.050248,0.033499,0.075373,0,0,0,0.815756,"Low_signal","Low_signal"
"CG13737",0,0.210734,0.14771,0,0,0,0,0.641556,"Low_signal","Gene_body_1"
"Rgl",0.289348,0.065083,0.032541,0.065083,0,0,0,0.547944,"Low_signal","Enhancers"
"CG8833",0,0.192431,0.096216,0,0,0.192431,0,0.518922,"Low_signal","Gene_body_1"
"DCTN1-p150",0,0.341621,0.398558,0,0,0.113874,0,0.145948,"Gene_body_2","Gene_body_2"
"CG32137",0.076933,0,0,0.038466,0,0,0.038466,0.846134,"Low_signal","Low_signal"
"Meics",0,0,0.587084,0,0,0.293542,0,0.119374,"Gene_body_2","Gene_body_2"
"Nxf3",0,0,0.87322,0,0,0.076297,0,0.050483,"Gene_body_2","Gene_body_2"
"ssp2",0,0,0.87322,0,0,0.076297,0,0.050483,"Gene_body_2","Gene_body_2"
"CG13738",0,0.217514,0.782486,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Hsc70-1",0,0.567568,0,0,0,0,0,0.432432,"Gene_body_1","Gene_body_1"
"CG17364",0.070991,0,0,0.038722,0,0,0.058083,0.832204,"Low_signal","Low_signal"
"CG17362",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG9040",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"26-29-p",0,0,0,0,0,0.456838,0,0.543162,"Low_signal","Open_promoters"
"CG17361",0,0,0.063657,0,0,0.936343,0,0,"Open_promoters","Open_promoters"
"CG17359",0,0,0.444115,0,0,0.555885,0,0,"Open_promoters","Open_promoters"
"Nprl3",0,0,0,0,0,0.048,0,0.952,"Low_signal","Low_signal"
"upSET",0.049942,0.249709,0.349592,0,0,0.020698,0,0.330059,"Gene_body_2","Gene_body_2"
"Ptip",0,0.306609,0,0,0,0.1273,0,0.566091,"Low_signal","Gene_body_1"
"endos",0,0,0.423131,0,0,0.423131,0,0.153738,"Gene_body_2","Gene_body_2"
"CG6650",0,0,0.436253,0,0,0.043365,0,0.520382,"Low_signal","Gene_body_2"
"asRNA:CR42871",0,0.390456,0.57961,0,0,0,0,0.029935,"Gene_body_2","Gene_body_2"
"CG6661",0,0.455696,0.544304,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Hsc70Cb",0.089996,0.179991,0.057897,0,0,0.267137,0,0.40498,"Low_signal","Open_promoters"
"Neurl4",0,0.580833,0.323653,0,0,0,0,0.095515,"Gene_body_1","Gene_body_1"
"CG6833",0,0,0,0,0,0.371338,0,0.628662,"Low_signal","Open_promoters"
"CG13484",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"asRNA:CR46067",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"Frl",0.163328,0.048998,0.06985,0.081664,0,0.064514,0,0.571646,"Low_signal","Enhancers"
"Pex1",0,0.212716,0.283621,0,0,0.120066,0,0.383597,"Low_signal","Gene_body_2"
"btl",0,0,0,0.446426,0,0,0.080461,0.473113,"Low_signal","H1"
"CG8100",0.320741,0,0,0,0,0,0.213828,0.465431,"Low_signal","Enhancers"
"Fbp1",0,0,0,0.34642,0,0,0.393764,0.259815,"Pc","Pc"
"Sox21a",0,0,0,0,0,0,0.866724,0.133276,"Pc","Pc"
"Sox21b",0.047571,0,0,0,0,0,0.793858,0.158571,"Pc","Pc"
"lncRNA:CR45887",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"D",0,0,0,0,0,0,0.903654,0.096346,"Pc","Pc"
"nan",0,0,0,0,0,0,0.485731,0.514269,"Low_signal","Pc"
"nuf",0.135205,0,0,0.014158,0,0,0.162813,0.687824,"Low_signal","Pc"
"saturn",0,0,0,0.61792,0,0,0,0.38208,"H1","H1"
"CG7768",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG7924",0.183333,0,0,0,0,0,0,0.816667,"Low_signal","Low_signal"
"CG34244",0.615991,0,0,0,0,0,0,0.384009,"Enhancers","Enhancers"
"CG7906",0,0,0,0.366524,0,0,0,0.633476,"Low_signal","H1"
"lncRNA:CR45399",0.711885,0,0,0,0,0,0,0.288115,"Enhancers","Enhancers"
"lncRNA:CR44561",0,0,0,0,0.715743,0,0,0.284257,"HP1","HP1"
"lncRNA:CR44560",0,0,0,0,0.105108,0,0,0.894892,"Low_signal","Low_signal"
"fz",0.203614,0,0,0,0,0,0,0.796386,"Low_signal","Low_signal"
"lncRNA:CR45025",0.743715,0,0,0,0,0,0,0.256285,"Enhancers","Enhancers"
"CG13482",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13481",0,0,0,0.991049,0,0,0,0.008951,"H1","H1"
"CG43120",0,0,0,0.495671,0,0,0,0.504329,"Low_signal","H1"
"CG3868",0,0,0,0,0.31953,0,0,0.68047,"Low_signal","HP1"
"stwl",0.048366,0.256813,0.342417,0,0.009987,0,0,0.342417,"Gene_body_2","Gene_body_2"
"lncRNA:CR45233",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG3919",0.225071,0,0,0,0,0,0,0.774929,"Low_signal","Low_signal"
"bbg",0.095392,0.00486,0.00243,0.13852,0,0.007291,0.007291,0.744216,"Low_signal","H1"
"lncRNA:CR46032",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46031",0,0,0,0,0,0,0.28,0.72,"Low_signal","Pc"
"CG9592",0,0,0,1,0,0,0,0,"H1","H1"
"CG4613",0.253886,0,0,0.435233,0,0,0,0.310881,"H1","H1"
"CG43246",0.730408,0,0,0,0,0,0,0.269592,"Enhancers","Enhancers"
"Mpcp2",0,0.215054,0,0.107527,0,0.430108,0,0.247312,"Open_promoters","Open_promoters"
"Gbs-70E",0.306336,0.089659,0.059773,0.059773,0,0,0,0.484459,"Low_signal","Enhancers"
"asRNA:CR44843",0,0,0,0,0,0.839454,0,0.160546,"Open_promoters","Open_promoters"
"CG34039",0,0,0.344432,0,0,0.306162,0,0.349407,"Low_signal","Gene_body_2"
"Lk",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG42758",0,0,0,0,0,0,1,0,"Pc","Pc"
"HGTX",0,0,0,0,0,0,0.908077,0.091923,"Pc","Pc"
"shd",0,0,0,0.199045,0,0,0.154899,0.646057,"Low_signal","H1"
"CG9628",0,0.278914,0.14392,0,0,0,0,0.577166,"Low_signal","Gene_body_1"
"RecQ5",0,0,0.495277,0,0,0.274955,0,0.229768,"Gene_body_2","Gene_body_2"
"dlp",0.20765,0.076907,0.030763,0.030763,0,0,0,0.653917,"Low_signal","Enhancers"
"lncRNA:CR45888",0.093686,0,0,0,0,0,0,0.906314,"Low_signal","Low_signal"
"CG43121",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"ome",0.139946,0.007997,0,0.139946,0,0,0,0.712111,"Low_signal","Enhancers"
"tRNA:iMet-CAT-1-4",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"tRNA:iMet-CAT-1-5",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"CG4914",0.155722,0,0,0.345525,0,0,0,0.498753,"Low_signal","H1"
"CG5048",0,0,0,1,0,0,0,0,"H1","H1"
"gdrd",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13474",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG17177",0,0,0,0.315693,0,0,0,0.684307,"Low_signal","H1"
"CG13476",0.226551,0,0,0.340548,0,0,0,0.4329,"Low_signal","H1"
"CG13473",0.931389,0,0,0,0,0,0,0.068611,"Enhancers","Enhancers"
"CG13471",0,0,0,1,0,0,0,0,"H1","H1"
"CG42507",0.00618,0.089704,0.328915,0.029901,0,0,0,0.545301,"Low_signal","Gene_body_2"
"Trl",0.091463,0.068598,0.251524,0.022866,0,0,0,0.565549,"Low_signal","Gene_body_2"
"Tsen34",0,0,0,0,0,0.033233,0,0.966767,"Low_signal","Low_signal"
"Mgat4a",0,0.194361,0.475771,0,0,0.171278,0,0.15859,"Gene_body_2","Gene_body_2"
"Mgat4b",0,1,0,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"mop",0,0.656895,0.176783,0,0,0,0,0.166323,"Gene_body_1","Gene_body_1"
"bmm",0.574829,0.242033,0.030254,0,0,0,0,0.152884,"Enhancers","Enhancers"
"Tdrd3",0,0.208768,0.104384,0,0,0,0,0.686848,"Low_signal","Gene_body_1"
"Helz",0,0.322754,0.188273,0,0,0.133495,0,0.355478,"Low_signal","Gene_body_1"
"NHP2",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"gnu",0,0,0,0,0.77551,0.22449,0,0,"HP1","HP1"
"CG17839",0.214041,0,0,0.011675,0,0,0,0.774284,"Low_signal","Low_signal"
"lncRNA:CR44702",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45398",0.992736,0,0,0,0,0,0,0.007264,"Enhancers","Enhancers"
"CG34245",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"DCX-EMAP",0.076722,0,0,0.084395,0,0,0,0.838883,"Low_signal","Low_signal"
"CG13465",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"BobA",0.199681,0,0,0.321086,0,0,0,0.479233,"Low_signal","H1"
"lncRNA:CR45978",0,0,0,0,0,0,1,0,"Pc","Pc"
"Tom",0.681913,0,0,0,0,0,0,0.318087,"Enhancers","Enhancers"
"Brd",0,0,0,0,0,0,1,0,"Pc","Pc"
"Ocho",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43432",0.130348,0,0,0,0,0,0,0.869652,"Low_signal","Low_signal"
"CG3349",0,0,0,0,0,0,0.846373,0.153627,"Pc","Pc"
"CG5114",0.181708,0,0,0,0,0.545124,0,0.273168,"Open_promoters","Open_promoters"
"mnd",0.45683,0,0,0,0,0,0,0.54317,"Low_signal","Enhancers"
"Zip71B",0,0.263435,0,0,0,0,0,0.736565,"Low_signal","Gene_body_1"
"mRpL39",0,0,0,0,0,0.513947,0,0.486053,"Open_promoters","Open_promoters"
"Prosbeta2",0,0,0.086988,0,0,0.913012,0,0,"Open_promoters","Open_promoters"
"Reck",0,0.046787,0.043824,0.187149,0,0,0.230973,0.491266,"Low_signal","Pc"
"Sytbeta",0.029832,0,0,0,0,0,0.459508,0.51066,"Low_signal","Pc"
"CG32148",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Rpn12R",0,0,0,0,0,0,1,0,"Pc","Pc"
"ind",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43678",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG18581",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG12310",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43679",0,0,0,0,0,0,0.780316,0.219684,"Pc","Pc"
"CG13461",0,0,0,0,0,0,1,0,"Pc","Pc"
"CG43680",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG18649",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"EAChm",0,0,0,0,0,0,0.082487,0.917513,"Low_signal","Low_signal"
"CG13460",0.696746,0,0,0,0,0,0,0.303254,"Enhancers","Enhancers"
"lncRNA:CR43684",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Plp",0,0.282792,0.178054,0.062843,0,0,0,0.476312,"Low_signal","Gene_body_1"
"Or71a",0,0.584416,0.415584,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"sstn",0,0.231006,0.077002,0,0,0,0,0.691992,"Low_signal","Gene_body_1"
"GlyRS",0,0.235849,0.308962,0,0,0.353774,0,0.101415,"Open_promoters","Open_promoters"
"CTPsyn",0.178938,0.152628,0.079528,0,0,0.052091,0,0.536815,"Low_signal","Enhancers"
"lncRNA:CR43973",0.518595,0,0,0,0,0.171488,0,0.309917,"Enhancers","Enhancers"
"CR43972",0.375629,0,0,0,0,0,0,0.624371,"Low_signal","Enhancers"
"CG45071",0.185644,0.123762,0.12995,0,0,0,0,0.560644,"Low_signal","Enhancers"
"asRNA:CR43971",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13458",0,0.213068,0.050781,0.426136,0,0,0,0.310014,"H1","H1"
"Cep135",0,0.525062,0.239107,0.026567,0,0,0,0.209263,"Gene_body_1","Gene_body_1"
"CG16959",0,0.242881,0.316186,0.055117,0,0,0,0.385817,"Low_signal","Gene_body_2"
"CG32847",0,0,0.27572,0,0,0,0,0.72428,"Low_signal","Gene_body_2"
"CG13457",0,0.919139,0.080861,0,0,0,0,0,"Gene_body_1","Gene_body_1"
"CG12316",0,0.201253,0.608183,0,0,0,0,0.190564,"Gene_body_2","Gene_body_2"
"scaRNA:MeU5-U42",0,0,1,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"Pdi",0,0,0,0,0,0.184241,0,0.815759,"Low_signal","Low_signal"
"asRNA:CR45396",0,0,0,0,0,1,0,0,"Open_promoters","Open_promoters"
"CG32147",0,0,0,0,0,0.096386,0,0.903614,"Low_signal","Low_signal"
"asRNA:CR45397",0,0,0,0,0,0.460705,0,0.539295,"Low_signal","Open_promoters"
"Pex3",0,0,0.444664,0,0,0.41749,0,0.137846,"Gene_body_2","Gene_body_2"
"FucTA",0.082667,0,0,0.124001,0,0,0,0.793331,"Low_signal","Low_signal"
"Msh6",0,0.2079,0.4158,0,0,0.314622,0,0.061677,"Gene_body_2","Gene_body_2"
"Prp31",0.294406,0,0,0,0,0.539745,0,0.165849,"Open_promoters","Open_promoters"
"CG7011",0,0,0.109012,0,0,0.218023,0,0.672965,"Low_signal","Open_promoters"
"CG6878",0,0,0,0,0,0.260337,0,0.739663,"Low_signal","Open_promoters"
"lncRNA:CR44562",0.892473,0,0,0,0,0,0,0.107527,"Enhancers","Enhancers"
"CG6888",0.479784,0,0,0.404313,0,0,0,0.115903,"Enhancers","Enhancers"
"Tollo",0.124775,0,0,0.124775,0,0.207958,0,0.542493,"Low_signal","Open_promoters"
"Best4",0,0,0,0.302419,0,0,0,0.697581,"Low_signal","H1"
"Best3",0,0,0,0,0,0,0.687166,0.312834,"Pc","Pc"
"CG7255",0.178674,0,0,0.259366,0,0,0.259366,0.302594,"Low_signal","H1"
"lncRNA:CR46213",0,0,0,0,0,0,1,0,"Pc","Pc"
"lncRNA:CR43247",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43992",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Toll-6",0.078709,0.236128,0,0,0,0.4329,0,0.252263,"Open_promoters","Open_promoters"
"CG33259",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR43625",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45395",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR45394",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"cocoon",0.785677,0,0,0,0,0,0,0.214323,"Enhancers","Enhancers"
"Ran-like",0.59841,0,0,0,0,0,0,0.40159,"Enhancers","Enhancers"
"CG12355",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13455",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7276",0,0,0,0.84168,0,0,0,0.15832,"H1","H1"
"CG7275",0,0,0.662297,0,0,0,0,0.337703,"Gene_body_2","Gene_body_2"
"CG7272",0.317909,0,0.0219,0,0,0.236312,0,0.423878,"Low_signal","Enhancers"
"CG7857",0,0,0,0,0,0.695518,0,0.304482,"Open_promoters","Open_promoters"
"CG7841",0,0,0.195822,0,0,0.310705,0,0.493473,"Low_signal","Open_promoters"
"Z600",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"gdl-ORF39",0,0,0.385776,0,0,0,0,0.614224,"Low_signal","Gene_body_2"
"gdl",0,0,0.466292,0,0,0,0,0.533708,"Low_signal","Gene_body_2"
"MsrA",0,0.233488,0.208372,0.139535,0,0,0,0.418605,"Low_signal","Gene_body_1"
"CG13454",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
"mex1",0.035055,0,0,0,0,0,0,0.964945,"Low_signal","Low_signal"
"asRNA:CR43159",0,0.485437,0.514563,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"yellow-k",0,0.464666,0.535334,0,0,0,0,0,"Gene_body_2","Gene_body_2"
"CG7945",0,0.494641,0.119126,0,0,0,0,0.386232,"Gene_body_1","Gene_body_1"
"CG33986",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG33985",0,0,0,0.990228,0,0,0,0.009772,"H1","H1"
"CG42729",0,0,0,1,0,0,0,0,"H1","H1"
"CG42728",0,0,0,1,0,0,0,0,"H1","H1"
"obst-H",0,0,0,0.956033,0,0,0,0.043967,"H1","H1"
"CG43248",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CrebA",0.174252,0,0,0.16836,0,0,0,0.657388,"Low_signal","Enhancers"
"AGO2",0,0.216481,0.216481,0,0,0,0,0.567037,"Low_signal","Gene_body_1"
"CG7739",0,0.25652,0.25652,0,0,0,0,0.48696,"Low_signal","Gene_body_1"
"SCCRO",0.027674,0,0,0,0,0.422139,0,0.550188,"Low_signal","Open_promoters"
"dop",0.008447,0.320388,0.320388,0,0,0.087379,0,0.263398,"Gene_body_1","Gene_body_1"
"CG16979",0,0,0.557985,0,0,0.427757,0,0.014259,"Gene_body_2","Gene_body_2"
"mrn",0,0,0.300339,0,0,0.190611,0,0.50905,"Low_signal","Gene_body_2"
"CG12301",0,0.466382,0.233191,0,0,0.233191,0,0.067237,"Gene_body_1","Gene_body_1"
"AIMP2",0,0,0.378584,0,0,0,0,0.621416,"Low_signal","Gene_body_2"
"CG7656",0,0,0.498907,0,0,0.327988,0,0.173105,"Gene_body_2","Gene_body_2"
"RhoGAP71E",0.118431,0.118431,0.014804,0.029608,0,0.044412,0,0.674315,"Low_signal","Enhancers"
"CG7650",0,0,0,0,0,0.357356,0,0.642644,"Low_signal","Open_promoters"
"CG13449",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"comm3",0.04338,0,0,0.034704,0,0.104112,0,0.817803,"Low_signal","Low_signal"
"Phs",0,0,0,0,0,0.827382,0,0.172618,"Open_promoters","Open_promoters"
"lncRNA:CR45977",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43083",0.541516,0,0,0.406137,0,0,0,0.052347,"Enhancers","Enhancers"
"Eig71Ea",0,0,0,0.699065,0,0,0,0.300935,"H1","H1"
"Eig71Eb",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG43084",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eig71Ec",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eig71Ed",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eig71Ee",0,0,0,0.278283,0,0,0,0.721717,"Low_signal","H1"
"Eig71Ef",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eig71Eg",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"Eig71Eh",0,0,0,0.675248,0,0,0,0.324752,"H1","H1"
"Eig71Ei",0,0,0,1,0,0,0,0,"H1","H1"
"Eig71Ej",0,0,0,1,0,0,0,0,"H1","H1"
"Eig71Ek",0,0,0,0.449198,0,0,0,0.550802,"Low_signal","H1"
"CG43082",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG7304",0,0,0,0.342857,0,0,0,0.657143,"Low_signal","H1"
"CG7579",0,0.35596,0,0.331126,0,0,0,0.312914,"Gene_body_1","Gene_body_1"
"Pgant8",0,0.157007,0,0.622891,0,0,0,0.220103,"H1","H1"
"CG34452",0,0,0,0.224516,0,0,0,0.775484,"Low_signal","Low_signal"
"CG34451",0.835821,0,0,0,0,0,0,0.164179,"Enhancers","Enhancers"
"comm2",0.243794,0,0,0,0,0,0,0.756206,"Low_signal","Low_signal"
"CG42571",0,0,0,0.422068,0,0,0,0.577932,"Low_signal","H1"
"CG42570",0.266193,0,0,0.266193,0,0,0,0.467613,"Low_signal","Enhancers"
"comm",0,0,0,0,0,0.086718,0,0.913282,"Low_signal","Low_signal"
"lncRNA:CR45240",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"lncRNA:CR46197",0.681702,0,0,0,0,0,0,0.318298,"Enhancers","Enhancers"
"CG6244",0,0,0,0,0,0,0,1,"Low_signal","Low_signal"
"CG13445",0.436992,0,0,0,0,0,0,0.563008,"Low_signal","Enhancers"
"fwe",0.142203,0.142203,0.142203,0,0,0.064781,0,0.508611,"Low_signal","Enhancers"
"CkIIalpha-i1",0,0,0,0,0,0.682704,0,0.317296,"Open_promoters","Open_promoters"
"DCP2",0,0.273117,0.156067,0,0,0.146053,0,0.424763,"Low_signal","Gene_body_1"
"dbo",0,0.234558,0.234558,0.05864,0,0.020328,0,0.451916,"Low_signal","Gene_body_1"
"CG12713",0,0,0,0,0,0.833446,0,0.166554,"Open_promoters","Open_promoters"
"CG18081",0,0,0,0,0,0.376648,0,0.623352,"Low_signal","Open_promoters"
"CG15715",0,0,0,0,0,0.335383,0,0.664617,"Low_signal","Open_promoters"
"meru",0.45508,0,0,0,0,0,0,0.54492,"Low_signal","Enhancers"
"mir-263b",1,0,0,0,0,0,0,0,"Enhancers","Enhancers"
